V13,V14,p.value,probability,n,p_adju,p_scaled
IPR006121,"Heavy metal-associated domain, HMA",2e-323,0.0010173414990843552,368,8.74e-322,3210.5824207675396
IPR000525,"Initiator Rep protein, WH1 domain",3.316936212e-314,0.0001874713190861564,159,1.443609849913e-312,3118.4055016336215
IPR025139,Domain of unknown function DUF4062,0.0,0.000023105558629148815,94,0.0,3076.5265556858876
IPR003593,AAA+ ATPase domain,0.0,0.00008663244256311946,198,0.0,3076.5265556858876
IPR007489,"Regulator of chromosome segregation-like, C-terminal domain",0.0,0.00014276125900098213,419,0.0,3076.5265556858876
IPR003855,Potassium transporter,0.0,0.00014420870698935107,188,0.0,3076.5265556858876
IPR002514,Transposase IS3/IS911family,0.0,0.0009403587097770287,774,0.0,3076.5265556858876
IPR003500,"Sugar-phosphate isomerase, RpiB/LacA/LacB family",0.0,0.00041086079195776454,239,0.0,3076.5265556858876
IPR003439,"ABC transporter-like, ATP-binding domain",0.0,0.02091471207579052,1640,0.0,3076.5265556858876
IPR001584,"Integrase, catalytic core",0.0,0.004201083763278995,3126,0.0,3076.5265556858876
IPR008687,Bacterial mobilisation,0.0,0.0001157958390695161,151,0.0,3076.5265556858876
IPR002575,Aminoglycoside phosphotransferase,0.0,0.0007628586990551917,310,0.0,3076.5265556858876
IPR006119,"Resolvase, N-terminal catalytic domain",0.0,0.001438280817775948,8831,0.0,3076.5265556858876
IPR015378,"Transposase-like, Mu, C-terminal",0.0,0.00006840531974662155,195,0.0,3076.5265556858876
IPR001207,"Transposase, mutator type",0.0,0.0011900166831782955,871,0.0,3076.5265556858876
IPR008756,Peptidase M56,0.0,0.00020269632755640757,594,0.0,3076.5265556858876
IPR001357,BRCT domain,0.0,0.000319457131951503,353,0.0,3076.5265556858876
IPR041495,Mub B2-like domain,0.0,0.0005278360330918776,407,0.0,3076.5265556858876
IPR010506,DMAP1-binding domain,0.0,3.859861302317203e-6,63,0.0,3076.5265556858876
IPR002513,Tn3 transposase DDE domain,0.0,0.0001244269178149754,604,0.0,3076.5265556858876
IPR025296,Domain of unknown function DUF4158,0.0,0.0000946738202762803,507,0.0,3076.5265556858876
IPR006120,"Resolvase, HTH domain",0.0,0.00046232560932199393,4541,0.0,3076.5265556858876
IPR001460,"Penicillin-binding protein, transpeptidase",0.0,0.0015621180345586248,606,0.0,3076.5265556858876
IPR007337,RelB antitoxin/Antitoxin DinJ,0.0,0.00012608880254236197,154,0.0,3076.5265556858876
IPR006173,"Staphylococcal/Streptococcal toxin, OB-fold",0.0,0.00021454395738713122,285,0.0,3076.5265556858876
IPR006123,"Staphylococcal/Streptococcal toxin, beta-grasp domain",0.0,0.00044629646308042665,295,0.0,3076.5265556858876
IPR025246,Transposase IS30-like HTH domain,0.0,0.0009041725100678049,906,0.0,3076.5265556858876
IPR024978,"Homeodomain, phBC6A51-type",0.0,0.000019245697326831613,98,0.0,3076.5265556858876
IPR040834,Nicking enzyme C-terminal middle helical domain,0.0,0.0000688878024094112,153,0.0,3076.5265556858876
IPR021145,Portal protein,0.0,0.00018591665272827863,165,0.0,3076.5265556858876
IPR013610,N-terminal domain of anti-restriction factor ArdC,0.0,0.00009638931418842128,198,0.0,3076.5265556858876
IPR025948,HTH-like domain,0.0,0.0015269504093597347,882,0.0,3076.5265556858876
IPR015020,"Rv2525c-like, glycoside hydrolase-like domain",0.0,0.00006465267681381315,151,0.0,3076.5265556858876
IPR010724,"Replication initiator A, N-terminal",0.0,0.00023212776998657626,468,0.0,3076.5265556858876
IPR005650,BlaI transcriptional regulatory family,0.0,0.00033805951906128173,633,0.0,3076.5265556858876
IPR011686,Omega transcriptional repressor,0.0,0.000045246151932718326,149,0.0,3076.5265556858876
IPR005053,MobA/MobL protein,0.0,0.0001080761164648817,185,0.0,3076.5265556858876
IPR025161,Insertion element IS402-like domain,0.0,0.00023695259661447277,511,0.0,3076.5265556858876
IPR025669,AAA domain,0.0,0.0008057996560434706,907,0.0,3076.5265556858876
IPR006442,"Type II toxin-antitoxin system, antitoxin Phd/YefM",0.0,0.00018838267522698128,182,0.0,3076.5265556858876
IPR040652,"Cry35Ab1 , HTH C-terminal domain",0.0,0.00001195484820023245,160,0.0,3076.5265556858876
IPR012452,Protein of unknown function DUF1657,0.0,0.00010946995526849624,182,0.0,3076.5265556858876
IPR006540,"Bacteriocin, lactococcin 972",0.0,0.00004481727845468309,272,0.0,3076.5265556858876
IPR035528,Protein of unknown function DUF5388,0.0,0.00003597176297020616,120,0.0,3076.5265556858876
IPR009620,Uncharacterised protein family UPF0236,0.0,0.00012078149325167583,146,0.0,3076.5265556858876
IPR009459,MucBP domain,0.0,0.001479667108406349,713,0.0,3076.5265556858876
IPR002559,Transposase IS4-like domain,0.0,0.0011596202754225475,968,0.0,3076.5265556858876
IPR024728,"DNA polymerase type-Y, HhH motif",0.0,0.0004038379887549374,298,0.0,3076.5265556858876
IPR000358,Ribonucleotide reductase small subunit family,0.0,0.0003149003512473785,286,0.0,3076.5265556858876
IPR041558,Mucin binding domain,0.0,0.00032782016477319025,231,0.0,3076.5265556858876
IPR006541,Bacteriocin-associated integral membrane protein,0.0,0.00011810103401395554,250,0.0,3076.5265556858876
IPR003812,Fido domain,0.0,0.0002878813221311581,202,0.0,3076.5265556858876
IPR005094,"MobA/VirD2-like, nuclease domain",0.0,0.00014276125900098213,193,0.0,3076.5265556858876
IPR017961,"DNA polymerase, Y-family, little finger domain",0.0,0.0005964021803927624,342,0.0,3076.5265556858876
IPR014820,"Primase, C-terminal 1",0.0,0.00017578451680969596,296,0.0,3076.5265556858876
IPR021112,"Group II intron-interrupted relaxase LtrB, C-terminal domain",0.0,0.00002337360455292084,113,0.0,3076.5265556858876
IPR013571,"Transcription regulator QacR, C-terminal",0.0,0.00005092872551668532,234,0.0,3076.5265556858876
IPR012640,"Membrane lipoprotein, lipid attachment site",0.0,0.00006395575741200588,448,0.0,3076.5265556858876
IPR001126,UmuC domain,0.0,0.0006003156508798339,347,0.0,3076.5265556858876
IPR032874,DDE domain,0.0,0.000994611204748487,2357,0.0,3076.5265556858876
IPR009241,Toxin HigB-like,0.0,0.00003522123438364448,119,0.0,3076.5265556858876
IPR045155,"Beta-lactamase class A, catalytic domain",0.0,0.0003187602125496957,584,0.0,3076.5265556858876
IPR001668,Plasmid recombination enzyme,0.0,0.00014935518872577402,425,0.0,3076.5265556858876
IPR048299,"Group II intron-interrupted relaxase LtrB, central domain",0.0,0.00003152220063559049,136,0.0,3076.5265556858876
IPR041151,"Replication initiator protein A, C-terminal domain",0.0,0.00014935518872577402,337,0.0,3076.5265556858876
IPR013497,"DNA topoisomerase, type IA, central",0.0,0.0007116619276147344,606,0.0,3076.5265556858876
IPR001845,HTH ArsR-type DNA-binding domain,0.0,0.001175274157370834,665,0.0,3076.5265556858876
IPR006171,TOPRIM domain,5.991419460874905e-307,0.0017768764286847738,532,2.5692616393987095e-305,3045.9019166733297
IPR009614,Toxin YoeB,1.3061949574661783e-304,0.0001462458560100185,142,5.520093472422284e-303,3022.5805356824662
IPR025589,Topoisomerase C-terminal repeat,8.553059445846832e-298,0.00018028768832906603,150,3.562960192012766e-296,2954.481890298762
IPR033764,"SD-repeat containing protein, B domain",4.905150535677842e-296,0.0005802658157816863,249,2.0145660509910688e-294,2936.9581848895536
IPR000157,Toll/interleukin-1 receptor homology (TIR) domain,2.005917020484886e-292,0.000035274843568398885,91,8.123963932963788e-291,2900.9023201335067
IPR005602,Protein of unknown function DUF334,5.902978446344344e-290,0.000013831169666636645,73,2.3579568698000146e-288,2876.27464142998
IPR010488,Zeta toxin domain,6.8247688274598e-289,0.00008947372935510295,116,2.689327824442267e-287,2865.703562547985
IPR024498,Domain of unknown function DUF2786,1.424227712977234e-287,0.000017262157490918603,76,5.537397348055486e-286,2852.566943116197
IPR013509,"Ribonucleotide reductase large subunit, N-terminal",1.9210364002368318e-287,0.0002959763090290733,177,7.370713346171844e-286,2851.3249047858408
IPR000788,"Ribonucleotide reductase large subunit, C-terminal",7.179166240061516e-287,0.00033730899047472007,187,2.7187595787038156e-285,2845.6562919559706
IPR000802,"Arsenical pump membrane protein, ArsB",7.854677014832866e-265,0.00018307536593629515,137,2.936440791699056e-263,2625.321787515374
IPR000055,Type I restriction modification DNA specificity domain,2.6310294506903366e-264,0.0006081962010387315,235,9.711496048370914e-263,2620.1271386221306
IPR032364,"Gram-positive pilin subunit D1, N-terminal",1.274636875602851e-257,0.00023705981498398158,148,4.646051411572392e-256,2553.3291598875903
IPR011438,Domain of unknown function DUF1541,4.3633837249480766e-251,0.00013289716900617148,117,1.5708181409813076e-249,2488.038740918156
IPR001737,Ribosomal RNA adenine methyltransferase KsgA/Erm,6.804602869557339e-251,0.00037580038512838326,177,2.419783166784049e-249,2486.1622354876677
IPR011707,"Multicopper oxidase-like, N-terminal",3.561925760616109e-248,0.00012667850357466043,114,1.2513946407176594e-246,2459.0260570928476
IPR003477,mRNA interferase PemK-like,1.206154112303567e-247,0.0004584657480196767,193,4.187077846996668e-246,2453.7808896454303
IPR005562,SpoVA,4.167993283560327e-239,0.00017154939121409793,123,1.429866872336696e-237,2368.4470439561255
IPR015090,Bacterial epsilon antitoxin,4.798648334482936e-238,0.00003002114346246714,73,1.6270765748084e-236,2357.885920074601
IPR019931,LPXTG cell wall anchor domain,1.7276845984458594e-236,0.0018216400979547023,466,5.790722171342674e-235,2342.3726727125163
IPR003688,Type IV secretion system protein TraG/VirD4,1.1312514488889786e-232,0.00017047720751900983,120,3.748555937454843e-231,2304.261360040531
IPR002560,"Transposase IS204/IS1001/IS1096/IS1165, DDE domain",2.7580318867310523e-227,0.0013710012909091689,361,9.036428069334549e-226,2250.440032040746
IPR007353,"YetF, C-terminal domain",3.290613987277177e-225,0.0003191354768429766,151,1.0661589318778053e-223,2229.72178050382
IPR025668,Transposase DDE domain,3.435096639951207e-222,0.0007265652809764591,230,1.1007408573733759e-220,2199.5831491305335
IPR010931,"Lactococcus lactis RepB, C-terminal",1.0302279828985006e-215,0.00004680081829059609,75,3.2653747805782912e-214,2134.8606696575307
IPR001387,Cro/C1-type helix-turn-helix domain,1.6302160505091604e-213,0.005259972380548015,1369,5.111516132564206e-212,2112.9145026418128
IPR000477,Reverse transcriptase domain,4.6610838015261445e-212,0.00047508459529354245,175,1.4459276984308764e-210,2098.3985342277974
IPR041685,"AAA domain, group 15",2.1380538566978842e-203,0.00008271897207604785,84,6.562700048558979e-202,2011.8291744493285
IPR025332,Protein of unknown function DUF4238,1.8408156345124198e-199,0.000020425099391428534,57,5.591477489831475e-198,1972.524734191446
IPR000515,"ABC transporter type 1, transmembrane domain MetI-like",1.3659895998360171e-195,0.008344752089686021,387,4.106418219713223e-194,1933.8653682182753
IPR011109,DNA-binding recombinase domain,1.1940266247704162e-186,0.00042415586977685715,150,3.552838405949524e-185,1844.4942454511422
IPR025580,Protein of unknown function DUF4355,6.06483934151325e-186,0.0001406168916108059,93,1.7863708605911757e-184,1837.480283741214
IPR005074,"Peptidase C39, bacteriocin processing",7.719398014211861e-184,0.00010405542760830127,83,2.2509764609441785e-182,1816.4762904650793
IPR000424,Primosome PriB/single-strand DNA-binding,6.437997888581641e-179,0.0006754221187207562,189,1.858732855752878e-177,1767.3078302421916
IPR005754,Sortase family,4.365217006039909e-177,0.0007066762734325747,193,1.2479385087855268e-175,1749.0380681365446
IPR025827,Recombinase zinc beta ribbon domain,3.3242366978953746e-173,0.0003569835612795869,130,9.411140010740691e-172,1710.2635776547963
IPR010354,Oleate hydratase,4.2048728794811063e-172,0.00020543039597888227,101,1.1789816650545102e-170,1699.284929487875
IPR014962,YolD-like protein,8.220127346727474e-172,0.00023143085058476899,106,2.282846794576887e-170,1696.4152323371454
IPR011706,"Multicopper oxidase, C-terminal",1.9002513898911586e-170,0.000116707195210341,81,5.22748401219115e-169,1682.8170728676046
IPR007530,Aminoglycoside 6-adenylyltransferase,3.476538582962707e-168,0.00011627832173230576,80,9.474379913943228e-167,1660.2344920444857
IPR025723,Anion-transporting ATPase-like domain,1.596683903405569e-166,0.00013654259356947108,84,4.2714956535143474e-165,1643.6942003121972
IPR004465,"Ribonucleotide reductase Class Ib, NrdI",1.595988145503594e-166,0.0002612375573082185,109,4.2714956535143474e-165,1643.6942003121972
IPR013554,Ribonucleotide reductase N-terminal,1.1687861078599462e-162,0.0002448867559581248,104,3.098345718654185e-161,1605.088701245604
IPR041073,MobL relaxases,2.2302707160819433e-161,0.00009038508549592785,71,5.858981448734186e-160,1592.321778770949
IPR011547,SLC26A/SulP transporter domain,3.2513835086802e-161,0.0002764089565937153,109,8.465209206528091e-160,1590.7236230440467
IPR002934,"Polymerase, nucleotidyl transferase domain",2.2637051107498214e-158,0.00016232861143634017,86,5.841561153049981e-157,1562.3347107248533
IPR000989,Replication protein,9.772475408367952e-158,0.00010410903679305568,73,2.4996963412983286e-156,1556.0211274545127
IPR007341,Transglycosylase-associated protein,1.5754039185440282e-157,0.00044136441808302135,135,3.9946763708472923e-156,1553.985183993408
IPR002686,Transposase IS200-like,3.5784342269747835e-157,0.00046715043594989044,139,8.995443280912473e-156,1550.4597743046065
IPR013196,"Helix-turn-helix, type 11",2.140657021172016e-154,0.0018249638674094756,368,5.335175960459487e-153,1522.7285125245387
IPR008454,"Collagen-binding surface protein Cna-like, B-type domain",8.091125482828624e-153,0.0004351457526515103,131,1.9994679582990058e-151,1506.9908555109307
IPR014942,"Nucleotidyl transferase AbiEii toxin, Type IV TA system",2.993915900265802e-149,0.000058326793012793294,58,7.33635190350847e-148,1471.3451984499256
IPR010894,Stage V sporulation AD,1.066437667315481e-147,0.00008673966093262826,65,2.591443531576619e-146,1455.8645825014373
IPR007159,SpoVT-AbrB domain,1.8941667579932536e-142,0.00028252040365571755,100,4.5647853440564683e-141,1403.4057964005383
IPR046709,Domain of unknown function DUF6782,9.077158450677513e-141,4.9320449974053155e-6,31,2.1695896755881665e-139,1386.6362239448235
IPR005587,"Uncharacterised protein family UPF0304, YfbU",3.5178986258667336e-140,0.000015332226839760004,39,8.339993815469427e-139,1380.7883427141362
IPR004676,Cadmium resistance transporter,1.2005906477337049e-138,0.00016677817377095582,78,2.823324458702809e-137,1365.4923920951614
IPR034139,"OLD protein-like, TOPRIM domain",1.713148077149489e-138,0.00005001736937586043,52,3.996431834374328e-137,1363.9832759022759
IPR000182,GNAT domain,1.463529908188231e-135,0.007834714305932607,418,3.387026358949906e-134,1334.7018142352013
IPR025714,Methyltransferase domain,2.6560279691554793e-134,0.0002667056941531679,93,6.098407526029431e-133,1322.1478355727595
IPR004919,Domain of unknown function DUF262,3.008140612453531e-134,0.0001004636122297561,63,6.8529203327457006e-133,1321.6412431695687
IPR032689,"TraD/TraG, TraM recognition site",3.4259363569039536e-134,0.00008700770685640029,60,7.744209625373589e-133,1321.110228997711
IPR029261,"Transposase IS204/IS1001/IS1096/IS1165, zinc-finger",6.409211835209725e-134,0.0007577658265035232,167,1.4376355162670428e-132,1318.4235120667795
IPR002525,"Transposase IS110-like, N-terminal",9.663420193119612e-130,0.0006250830942363694,144,2.15103307504861e-128,1276.6735291169498
IPR014966,FRG domain,1.7357919452749134e-129,0.000025571581127851474,41,3.834522206380036e-128,1274.1628874281275
IPR018383,"Uncharacterised protein family UPF0324, prokaryote",4.0419962390525626e-129,0.00024038358443875473,86,8.86200077674983e-128,1270.5246821623873
IPR004386,"Toxin-antitoxin system, YafQ-like toxin",1.3370660164796184e-128,0.00007017442284351694,54,2.909615301533259e-127,1265.361644280126
IPR013498,"DNA topoisomerase, type IA, zn finger",2.1573140714559656e-127,0.000774652719701161,164,4.659798394344886e-126,1253.316328726056
IPR024301,Putative amidase domain,4.1529731533946706e-127,0.00006824449219235833,53,8.904463025955043e-126,1250.5039226507172
IPR007409,"Restriction endonuclease, type I, HsdR, N-terminal",1.2968359471900978e-125,0.00020832529195562017,79,2.7602727167929384e-124,1235.5904800722928
IPR003346,"Transposase IS116/IS110/IS902, C-terminal",3.198789021873286e-125,0.0006423452517272879,143,6.759180281001813e-124,1231.7010596989026
IPR005524,Predicted permease DUF318,5.682596740706451e-124,0.00016538433496734127,71,1.1921188558201445e-122,1219.2368044270524
IPR008490,"Transposase InsH, N-terminal",1.3378122772109723e-123,0.0008108389194103848,166,2.786471857390854e-122,1215.5494533884198
IPR001471,AP2/ERF domain,7.007614664185914e-123,0.000025196316834570635,39,1.4492343518273847e-121,1208.3886138024593
IPR022625,"Type I restriction enzyme R protein, C-terminal",1.1542466243488215e-122,0.00012941257199713512,64,2.3702698285923687e-121,1206.2520221162772
IPR032877,"Transposase IS204/IS1001/IS1096/IS1165, helix-turn-helix domain",1.7139211703529294e-120,0.0003721013513803293,101,3.494960931992407e-119,1184.5655767460069
IPR015409,"D-lactate dehydrogenase, membrane binding, C-terminal",6.067909085867551e-120,0.000013563123742864617,33,1.2287515898881792e-118,1179.1053590722352
IPR013149,"Alcohol dehydrogenase-like, C-terminal",2.8401329171198834e-118,0.0016375461575080736,288,5.711605231945917e-117,1162.4324181725294
IPR002941,DNA methylase N-4/N-6,5.519196496577301e-117,0.00012635684846613402,61,1.1023271906862608e-115,1149.5768947987717
IPR023485,Phosphotyrosine protein phosphatase I,3.5821419133051336e-116,0.0005134687715776969,118,7.105799877005286e-115,1141.4838702785373
IPR011576,"Pyridoxamine 5'-phosphate oxidase, putative",4.9330376054345207e-116,0.00025979010931984954,82,9.71941733611288e-115,1140.1235976956918
IPR001796,Dihydrofolate reductase domain,3.8190129705385983e-115,0.00031817051151739723,90,7.473987800060774e-114,1131.2644761539334
IPR035387,Protein of unknown function DUF5406,1.1857043146659767e-114,0.00003516762519889008,40,2.3050091877106587e-113,1126.3732733918364
IPR024634,"Internalin, N-terminal",1.2514055077306838e-114,0.0001320930312348554,61,2.4166214970481285e-113,1126.167913655691
IPR019076,Sporulation lipoprotein YhcN/YlaJ-like,1.1300222009782923e-113,0.00014029523650227946,62,2.167858380297829e-112,1116.6396909236616
IPR043733,Family of unknown function DUF5677,2.7838516697250325e-113,0.000016994111567146577,33,5.305693770534768e-112,1112.7525781986535
IPR021027,"Transposase, putative, helix-turn-helix domain",1.01954656221445e-111,0.000529873182112545,117,1.9305180359852832e-110,1097.1432613659767
IPR002104,"Integrase, catalytic domain",1.6724587663297328e-110,0.0025145388109053947,433,3.1463804920112907e-109,1085.0218875927505
IPR001807,"Chloride channel, voltage gated",7.542918450488472e-110,0.0002766233933327329,81,1.4099455257451528e-108,1078.5079766629874
IPR005038,Octapeptide repeat,9.36162184758473e-110,0.00038507477409089545,96,1.738757280736119e-108,1077.5976103846538
IPR003132,"Protein A, Ig-binding domain",1.7038643782809348e-109,0.0003207973615703631,87,3.1446003335868393e-108,1075.0243454384276
IPR046953,"Spore germination GerAC-like, C-terminal",4.618115726581717e-109,0.0002868627476208244,82,8.469449974032886e-108,1070.7214479285685
IPR046084,Conjugal transfer protein TrbL,6.779259239783318e-108,0.00002889535058262462,36,1.2355199964505096e-106,1059.081502213037
IPR040789,Large polyvalent protein-associated domain 11,5.951518867568036e-107,3.8062521175627976e-6,23,1.077927268188099e-105,1049.6741054164481
IPR014036,DeoR C-terminal sensor domain,6.36501295251032e-107,0.0008760812972564963,160,1.1457023314518577e-105,1049.4092820313672
IPR007829,TM2 domain,9.204248501025238e-107,0.00017878663115594267,65,1.6466005293858646e-105,1047.834117492978
IPR001647,"DNA-binding HTH domain, TetR-type",4.891160388796409e-105,0.0029238449365052814,504,8.696721764469713e-104,1030.606444241519
IPR021354,Protein of unknown function DUF2975,5.5474697780326576e-104,0.0001302167097684512,56,9.803892044086806e-103,1020.0860147964308
IPR022263,KxYKxGKxW signal peptide,1.3888135689195104e-103,0.00040791228679627224,95,2.439626727089935e-102,1016.1267661741792
IPR026989,Transposon-encoded protein TnpV,4.433535334424334e-103,0.000024070523954728117,33,7.741430559988837e-102,1011.1117877744356
IPR049503,"HEPN, AbiJ-N-terminal domain 4",2.7224135122858196e-102,4.717608258387693e-6,23,4.725332024896101e-101,1003.2556767043216
IPR040980,SWI2/SNF2 ATPase,3.334571632249507e-102,0.00018709605479287554,64,5.753615905112167e-101,1002.4005913373142
IPR012327,D12 class N6 adenine-specific DNA methyltransferase,3.708418449907992e-102,0.00007323014637451806,45,6.361028352901003e-101,1001.9647266864591
IPR043708,Repeat of unknown function DUF5648,1.1670103557201603e-101,0.00025962928176558633,74,1.9900597644912208e-100,997.0113388087723
IPR013148,"Glycosyl hydrolase family 32, N-terminal",2.3175670950764247e-100,0.00030219497446058437,79,3.9290846797923575e-99,984.0570861115505
IPR004291,"Transposase IS66, central domain",6.690577332862139e-100,0.00017449789637559023,61,1.1277296822327166e-98,979.4779498863611
IPR025054,Domain of unknown function DUF3991,3.7763330054033035e-99,0.00005923814915361819,41,6.32861324353795e-98,971.9869144427325
IPR003740,Uncharacterised membrane protein YitT,4.706846996898549e-99,0.001020879705278146,172,7.842951910260668e-98,971.0552044789599
IPR013154,"Alcohol dehydrogenase-like, N-terminal",6.6050917216304905e-99,0.0018749276276005815,300,1.0943436056974154e-97,969.6084629534387
IPR003318,"Glycoside hydrolase, family 70, catalytic domain",2.3282302747503512e-98,0.000014420870698935107,28,3.8356607238260025e-97,964.1615981450623
IPR049553,"Cyclic-di-AMP phosphodiesterase GdpP-like, PAS domain",6.191047631967436e-98,0.00023089475873722492,68,1.0142188143155641e-96,959.9386833731246
IPR041657,"Helix-turn-helix domain, group 17",2.416375856713949e-97,0.00033146558933648985,81,3.936397764345181e-96,954.0490102352015
IPR000576,LacY/RafB permease family,6.630129116344319e-97,0.00002975309753869511,33,1.0740809168477798e-95,949.6896299944025
IPR031807,HicB-like antitoxin of toxin-antitoxin system,1.017804099741594e-96,0.00005859483893656533,40,1.6397330137273415e-95,947.852268593329
IPR004761,Spore germination GerAB,1.4113394193972818e-96,0.0003196715686905206,79,2.261244915913447e-95,946.456523965802
IPR046820,"MmeI-like, target recognition domain",2.59137673405025e-96,0.000015653881948286436,28,4.129210140158759e-95,943.8413301482715
IPR021682,Protein of unknown function DUF2933,3.217147940646053e-96,0.0000134022961886014,27,5.0984801059368976e-95,942.9255927095745
IPR001034,DeoR-type HTH domain,3.40621332701222e-96,0.0009239542992421806,156,5.368928681928451e-95,942.7011236494171
IPR013189,"Glycosyl hydrolase family 32, C-terminal",9.979674896466209e-96,0.0002774811402888034,73,1.5645554837685734e-94,938.0560903087684
IPR025935,Bacteriophage abortive infection AbiH,3.3761465367071686e-95,0.000039081095685961684,35,5.264622086116633e-94,932.7863279861047
IPR007822,Lanthionine synthetase C-like,4.308337473895834e-95,0.00006138251654379442,40,6.68250642227673e-94,931.7506061518901
IPR046819,"MmeI-like, helicase spacer domain",4.333799173484035e-95,0.000014045606405654268,27,6.686433010518226e-94,931.7480550210938
IPR026001,"Abortive infection protein-like, C-terminal domain",6.241714047136343e-95,0.000031843855744116925,33,9.579388506026093e-94,930.1866221293967
IPR001763,Rhodanese-like domain,1.3546107610088317e-94,0.0012582075661858995,200,2.0680863764930646e-93,926.844313262885
IPR046817,"MmeI-like, N-terminal domain",5.179520684619059e-94,0.000014688916622707135,27,7.866397039765195e-93,921.0422413727696
IPR019264,Domain of unknown function DUF2179,2.9746465639962046e-93,0.0010443605282005755,169,4.4943364666388256e-92,913.473344174232
IPR031607,"Cag pathogenicity island, type IV secretory system",3.561531421565437e-93,0.000020532317760937347,29,5.353312177981863e-92,912.7137743002929
IPR032865,Prokaryotic E2 family A,4.533104653450976e-93,1.4474479883689514e-6,17,6.778734958698998e-92,911.6885134620927
IPR006528,Phage head morphogenesis domain,4.950693620471138e-92,0.00017364014941951975,57,7.365419692496856e-91,901.32802501375
IPR004995,Bacillus/Clostridium Ger spore germination protein,5.759035868687271e-91,0.0003395069670496507,78,8.524542433041667e-90,890.6932892308482
IPR041587,"Pesticidal crystal protein Cry, domain V",1.4002396153700024e-90,0.000012115675754495667,25,2.062171069908549e-89,886.8567531013126
IPR043895,Protein of unknown function DUF5839,2.07131041595989e-90,0.000010132135918582659,24,3.035146318059819e-89,885.1782036765486
IPR001640,Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase Lgt,3.3910072282114495e-89,0.00031624058086623865,74,4.944088538732293e-88,873.0591376050448
IPR018337,Cell wall/choline-binding repeat,3.587985999495206e-89,0.0009636250959604407,154,5.205257300760209e-88,872.8355779803846
IPR025957,Cysteine-rich KTR,7.134460316258915e-89,0.000010882664505144337,24,1.029905261495594e-87,869.8720272316086
IPR035395,Protein of unknown function DUF5415,9.114356118485572e-89,0.00001828073200125231,27,1.30923460302975e-87,868.8298252482273
IPR020070,"Large ribosomal subunit protein bL9, N-terminal",1.2398491085352879e-88,0.00025501889187670745,66,1.7722549022004408e-87,867.5147381368059
IPR025410,"Lantibiotic biosynthesis protein, dehydration domain",3.326002981730202e-88,0.000024928270910798605,29,4.73103643645135e-87,863.2504370718525
IPR046006,Protein of unknown function DUF5962,1.3887996277547571e-87,6.111447062002239e-6,21,1.965893065307219e-86,857.0644010929639
IPR032836,DsrE2-like family,1.5404082521044346e-87,0.00011928043607855247,47,2.1699664073123342e-86,856.6354698929978
IPR005240,Protein of unknown function DUF389,5.198840929539829e-87,0.000019674570804866855,27,7.288375072374106e-86,851.3736928591555
IPR010095,"Cas12f1-like, TNB domain",5.7850629913275615e-87,0.0005697048063850683,103,8.071408460627353e-86,850.930506742859
IPR020069,"Large ribosomal subunit protein bL9, C-terminal",7.025605439966901e-87,0.00025507250106146187,65,9.75555498235404e-86,850.1074801905081
IPR046818,"MmeI-like, C-terminal domain",7.258210185804001e-87,0.000014313652329426296,25,1.0030777678580317e-85,849.9866539515273
IPR046816,"MmeI-like, DNA-methyltransferase domain",9.878061720480436e-87,0.00003002114346246714,30,1.35869943287363e-85,848.6687660587353
IPR002638,"Quinolinate phosphoribosyl transferase, C-terminal",1.3332708552539806e-86,0.00007826940974143218,40,1.8252665793054494e-85,847.3867369807513
IPR003735,Metal-sensitive transcriptional repressor,2.4927071215917764e-86,0.00036422080122143165,78,3.396604657271785e-85,844.6895499924626
IPR003356,"DNA methylase, adenine-specific",6.380206569617839e-86,0.0005600015439445209,101,8.653340631165404e-85,840.6281620032705
IPR001525,C-5 cytosine methyltransferase,1.5279103137221552e-85,0.0001981395468522831,57,2.0626789235249094e-84,836.8556836901842
IPR003594,Histidine kinase/HSP90-like ATPase,2.5091940602643658e-85,0.0058712243051177474,216,3.3718017878944197e-84,834.7213796339304
IPR007712,"Toxin-antitoxin system, RelE/ParE toxin family",3.130479074060916e-85,0.0000755889505037119,39,4.187374761450289e-84,833.7805816890422
IPR001764,"Glycoside hydrolase, family 3, N-terminal",4.299873302399163e-85,0.0001999622591339329,57,5.725310753331488e-84,832.4220093609822
IPR003669,Thymidylate synthase ThyX,1.1660914283742075e-84,0.000021711719825534268,27,1.545601184154177e-83,828.1090255819604
IPR025159,"Transcriptional regulator, AbiEi antitoxin",2.572245930711113e-83,0.00004755134687715777,33,3.393967933915659e-82,814.6929226519727
IPR018730,Protein of unknown function DUF2273,3.81738400264758e-83,0.0001770175280590473,53,5.014185473747903e-82,812.9979960561205
IPR008878,"Transposase IS66, Orf2",5.969113343349791e-83,0.00013348687003846994,47,7.805351797851116e-82,811.0760751791581
IPR001959,"Probable transposase, IS891/IS1136/IS1341",1.0826173504313798e-82,0.0005908268251783042,102,1.4093358008294212e-81,808.5098551571128
IPR010712,Arsenical-resistance operon trans-acting repressor ArsD,1.1028180473243047e-82,0.00006417019415102351,36,1.429252189332299e-81,808.4489113385973
IPR041546,"ClpA/ClpB, AAA lid domain",1.8083020349803564e-82,0.0007443635303149218,120,2.333189705310938e-81,806.3204994846717
